store_id,item_id,wm_yr_wk,sell_price
CA_1,FOODS_1_003,201534,13.92
CA_1,FOODS_1_003,201535,13.86
CA_1,FOODS_1_003,201536,13.9
CA_1,FOODS_1_003,201537,13.92
CA_1,FOODS_1_003,201538,13.39
CA_1,FOODS_1_003,201539,13.43
CA_1,FOODS_1_003,201540,13.76
CA_1,FOODS_1_003,201541,13.98
CA_1,FOODS_1_003,201542,13.5
CA_1,FOODS_1_003,201543,13.72
CA_1,FOODS_1_003,201544,13.8
CA_1,FOODS_1_003,201545,13.61
CA_1,FOODS_1_003,201546,13.83
CA_1,FOODS_1_003,201547,13.98
CA_1,FOODS_1_003,201548,13.75
CA_1,FOODS_1_003,201549,13.68
CA_1,FOODS_1_003,201550,13.6
CA_1,FOODS_1_003,201551,13.71
CA_1,FOODS_1_003,201552,13.53
CA_1,FOODS_1_003,201553,13.56
CA_1,FOODS_1_003,201653,13.68
CA_1,FOODS_1_003,201601,13.3
CA_1,FOODS_1_003,201602,13.43
CA_1,FOODS_1_003,201603,13.69
CA_1,FOODS_1_003,201604,13.59
CA_1,FOODS_1_003,201605,13.51
CA_1,FOODS_1_003,201606,13.84
CA_1,FOODS_1_003,201607,13.81
CA_1,FOODS_1_003,201608,13.38
CA_1,FOODS_1_003,201609,13.96
CA_1,FOODS_1_003,201610,13.65
CA_1,FOODS_1_003,201611,13.85
CA_1,FOODS_1_003,201612,13.71
CA_1,FOODS_1_003,201613,14.06
CA_1,FOODS_1_003,201614,13.86
CA_1,FOODS_1_003,201615,13.82
CA_1,FOODS_1_003,201616,13.88
CA_1,FOODS_1_003,201617,13.36
CA_1,FOODS_1_003,201618,13.41
CA_1,FOODS_1_003,201619,13.83
CA_1,FOODS_1_003,201620,13.65
CA_1,FOODS_2_001,201501,13.62
CA_1,FOODS_2_001,201502,13.98
CA_1,FOODS_2_001,201503,13.85
CA_1,FOODS_2_001,201504,13.91
CA_1,FOODS_2_001,201505,14.04
CA_1,FOODS_2_001,201506,13.95
CA_1,FOODS_2_001,201507,13.98
CA_1,FOODS_2_001,201508,13.94
CA_1,FOODS_2_001,201509,13.87
CA_1,FOODS_2_001,201510,14.18
CA_1,FOODS_2_001,201511,13.54
CA_1,FOODS_2_001,201512,14.03
CA_1,FOODS_2_001,201513,14.0
CA_1,FOODS_2_001,201514,14.13
CA_1,FOODS_2_001,201515,14.03
CA_1,FOODS_2_001,201516,14.22
CA_1,FOODS_2_001,201517,14.33
CA_1,FOODS_2_001,201518,13.82
CA_1,FOODS_2_001,201519,13.72
CA_1,FOODS_2_001,201520,13.89
CA_1,FOODS_2_001,201521,13.77
CA_1,FOODS_2_001,201522,14.05
CA_1,FOODS_2_001,201523,14.29
CA_1,FOODS_2_001,201524,13.65
CA_1,FOODS_2_001,201525,13.62
CA_1,FOODS_2_001,201526,13.75
CA_1,FOODS_2_001,201527,14.14
CA_1,FOODS_2_001,201528,14.03
CA_1,FOODS_2_001,201529,13.62
CA_1,FOODS_2_001,201530,14.3
CA_1,FOODS_2_001,201531,14.19
CA_1,FOODS_2_001,201532,13.55
CA_1,FOODS_2_001,201533,14.08
CA_1,FOODS_2_001,201534,14.18
CA_1,FOODS_2_001,201535,13.84
CA_1,FOODS_2_001,201536,13.59
CA_1,FOODS_2_001,201537,13.6
CA_1,FOODS_2_001,201538,13.62
CA_1,FOODS_2_001,201539,14.23
CA_1,FOODS_2_001,201540,14.29
CA_1,FOODS_2_001,201541,13.63
CA_1,FOODS_2_001,201542,13.73
CA_1,FOODS_2_001,201543,13.67
CA_1,FOODS_2_001,201544,13.69
CA_1,FOODS_2_001,201545,14.23
CA_1,FOODS_2_001,201546,13.81
CA_1,FOODS_2_001,201547,13.79
CA_1,FOODS_2_001,201548,13.72
CA_1,FOODS_2_001,201549,14.04
CA_1,FOODS_2_001,201550,13.85
CA_1,FOODS_2_001,201551,14.15
CA_1,FOODS_2_001,201552,13.7
CA_1,FOODS_2_001,201553,14.19
CA_1,FOODS_2_001,201653,14.04
CA_1,FOODS_2_001,201601,13.63
CA_1,FOODS_2_001,201602,13.88
CA_1,FOODS_2_001,201603,14.25
CA_1,FOODS_2_001,201604,14.3
CA_1,FOODS_2_001,201605,13.92
CA_1,FOODS_2_001,201606,13.93
CA_1,FOODS_2_001,201607,14.3
CA_1,FOODS_2_001,201608,14.02
CA_1,FOODS_2_001,201609,13.56
CA_1,FOODS_2_001,201610,14.3
CA_1,FOODS_2_001,201611,13.74
CA_1,FOODS_2_001,201612,14.01
CA_1,FOODS_2_001,201613,13.67
CA_1,FOODS_2_001,201614,13.56
CA_1,FOODS_2_001,201615,13.79
CA_1,FOODS_2_001,201616,14.18
CA_1,FOODS_2_001,201617,13.76
CA_1,FOODS_2_001,201618,13.72
CA_1,FOODS_2_001,201619,13.71
CA_1,FOODS_2_001,201620,13.96
CA_1,FOODS_2_002,201501,17.56
CA_1,FOODS_2_002,201502,17.66
CA_1,FOODS_2_002,201503,17.98
CA_1,FOODS_2_002,201504,17.64
CA_1,FOODS_2_002,201505,17.27
CA_1,FOODS_2_002,201506,17.39
CA_1,FOODS_2_002,201507,17.4
CA_1,FOODS_2_002,201508,17.49
CA_1,FOODS_2_002,201509,17.52
CA_1,FOODS_2_002,201510,17.92
CA_1,FOODS_2_002,201511,17.44
CA_1,FOODS_2_002,201512,17.57
CA_1,FOODS_2_002,201513,17.73
CA_1,FOODS_2_002,201514,17.47
CA_1,FOODS_2_002,201515,17.96
CA_1,FOODS_2_002,201516,17.69
CA_1,FOODS_2_002,201517,17.38
CA_1,FOODS_2_002,201518,17.83
CA_1,FOODS_2_002,201519,17.63
CA_1,FOODS_2_002,201520,17.64
CA_1,FOODS_2_002,201521,17.58
CA_1,FOODS_2_002,201522,17.6
CA_1,FOODS_2_002,201523,17.88
CA_1,FOODS_2_002,201524,17.18
CA_1,FOODS_2_002,201525,17.43
CA_1,FOODS_2_002,201526,17.15
CA_1,FOODS_2_002,201527,17.87
CA_1,FOODS_2_002,201528,17.36
CA_1,FOODS_2_002,201529,18.02
CA_1,FOODS_2_002,201530,17.63
CA_1,FOODS_2_002,201531,17.92
CA_1,FOODS_2_002,201532,18.11
CA_1,FOODS_2_002,201533,17.96
CA_1,FOODS_2_002,201534,17.99
CA_1,FOODS_2_002,201535,17.5
CA_1,FOODS_2_002,201536,17.65
CA_1,FOODS_2_002,201537,17.34
CA_1,FOODS_2_002,201538,17.28
CA_1,FOODS_2_002,201539,17.61
CA_1,FOODS_2_002,201540,17.7
CA_1,FOODS_2_002,201541,17.43
CA_1,FOODS_2_002,201542,17.67
CA_1,FOODS_2_002,201543,18.01
CA_1,FOODS_2_002,201544,17.66
CA_1,FOODS_2_002,201545,17.83
CA_1,FOODS_2_002,201546,17.92
CA_1,FOODS_2_002,201547,18.12
CA_1,FOODS_2_002,201548,17.71
CA_1,FOODS_2_002,201549,17.92
CA_1,FOODS_2_002,201550,18.09
CA_1,FOODS_2_002,201551,18.07
CA_1,FOODS_2_002,201552,17.22
CA_1,FOODS_2_002,201553,17.5
CA_1,FOODS_2_002,201653,17.41
CA_1,FOODS_2_002,201601,17.16
CA_1,FOODS_2_002,201602,17.74
CA_1,FOODS_2_002,201603,17.85
CA_1,FOODS_2_002,201604,17.97
CA_1,FOODS_2_002,201605,17.2
CA_1,FOODS_2_002,201606,18.0
CA_1,FOODS_2_002,201607,17.75
CA_1,FOODS_2_002,201608,17.82
CA_1,FOODS_2_002,201609,18.03
CA_1,FOODS_2_002,201610,17.73
CA_1,FOODS_2_002,201611,17.43
CA_1,FOODS_2_002,201612,17.94
CA_1,FOODS_2_002,201613,17.46
CA_1,FOODS_2_002,201614,17.11
CA_1,FOODS_2_002,201615,17.95
CA_1,FOODS_2_002,201616,17.44
CA_1,FOODS_2_002,201617,17.89
CA_1,FOODS_2_002,201618,17.46
CA_1,FOODS_2_002,201619,17.98
CA_1,FOODS_2_002,201620,17.3
CA_1,FOODS_2_003,201501,17.88
CA_1,FOODS_2_003,201502,17.17
CA_1,FOODS_2_003,201503,17.65
CA_1,FOODS_2_003,201504,18.09
CA_1,FOODS_2_003,201505,17.55
CA_1,FOODS_2_003,201506,17.24
CA_1,FOODS_2_003,201507,17.56
CA_1,FOODS_2_003,201508,17.59
CA_1,FOODS_2_003,201509,17.83
CA_1,FOODS_2_003,201510,17.79
CA_1,FOODS_2_003,201511,17.48
CA_1,FOODS_2_003,201512,17.28
CA_1,FOODS_2_003,201513,17.73
CA_1,FOODS_2_003,201514,17.5
CA_1,FOODS_2_003,201515,17.19
CA_1,FOODS_2_003,201516,18.0
CA_1,FOODS_2_003,201517,17.78
CA_1,FOODS_2_003,201518,17.77
CA_1,FOODS_2_003,201519,17.92
CA_1,FOODS_2_003,201520,17.61
CA_1,FOODS_2_003,201521,17.91
CA_1,FOODS_2_003,201522,17.58
CA_1,FOODS_2_003,201523,17.12
CA_1,FOODS_2_003,201524,17.48
CA_1,FOODS_2_003,201525,17.58
CA_1,FOODS_2_003,201526,17.81
CA_1,FOODS_2_003,201527,17.17
CA_1,FOODS_2_003,201528,17.2
CA_1,FOODS_2_003,201529,17.33
CA_1,FOODS_2_003,201530,17.33
CA_1,FOODS_2_003,201531,17.82
CA_1,FOODS_2_003,201532,17.32
CA_1,FOODS_2_003,201533,17.72
CA_1,FOODS_2_003,201534,17.57
CA_1,FOODS_2_003,201535,17.66
CA_1,FOODS_2_003,201536,17.94
CA_1,FOODS_2_003,201537,17.48
CA_1,FOODS_2_003,201538,17.87
CA_1,FOODS_2_003,201539,17.5
CA_1,FOODS_2_003,201540,17.43
CA_1,FOODS_2_003,201541,18.06
CA_1,FOODS_2_003,201542,17.25
CA_1,FOODS_2_003,201543,17.15
CA_1,FOODS_2_003,201544,17.87
CA_1,FOODS_2_003,201545,17.12
CA_1,FOODS_2_003,201546,17.94
CA_1,FOODS_2_003,201547,17.51
CA_1,FOODS_2_003,201548,18.02
CA_1,FOODS_2_003,201549,17.81
CA_1,FOODS_2_003,201550,17.7
CA_1,FOODS_2_003,201551,18.05
CA_1,FOODS_2_003,201552,17.47
CA_1,FOODS_2_003,201553,18.06
CA_1,FOODS_2_003,201653,17.19
CA_1,FOODS_2_003,201601,17.56
CA_1,FOODS_2_003,201602,17.34
CA_1,FOODS_2_003,201603,17.62
CA_1,FOODS_2_003,201604,17.22
CA_1,FOODS_2_003,201605,17.94
CA_1,FOODS_2_003,201606,17.95
CA_1,FOODS_2_003,201607,18.06
CA_1,FOODS_2_003,201608,17.22
CA_1,FOODS_2_003,201609,17.71
CA_1,FOODS_2_003,201610,17.55
CA_1,FOODS_2_003,201611,17.42
CA_1,FOODS_2_003,201612,17.42
CA_1,FOODS_2_003,201613,17.49
CA_1,FOODS_2_003,201614,17.8
CA_1,FOODS_2_003,201615,17.68
CA_1,FOODS_2_003,201616,17.54
CA_1,FOODS_2_003,201617,17.13
CA_1,FOODS_2_003,201618,17.13
CA_1,FOODS_2_003,201619,17.06
CA_1,FOODS_2_003,201620,18.07
CA_1,HOUSEHOLD_1_001,201501,1.55
CA_1,HOUSEHOLD_1_001,201502,1.57
CA_1,HOUSEHOLD_1_001,201503,1.62
CA_1,HOUSEHOLD_1_001,201504,1.63
CA_1,HOUSEHOLD_1_001,201505,1.62
CA_1,HOUSEHOLD_1_001,201506,1.61
CA_1,HOUSEHOLD_1_001,201507,1.59
CA_1,HOUSEHOLD_1_001,201508,1.55
CA_1,HOUSEHOLD_1_001,201509,1.63
CA_1,HOUSEHOLD_1_001,201510,1.61
CA_1,HOUSEHOLD_1_001,201511,1.6
CA_1,HOUSEHOLD_1_001,201512,1.61
CA_1,HOUSEHOLD_1_001,201513,1.61
CA_1,HOUSEHOLD_1_001,201514,1.6
CA_1,HOUSEHOLD_1_001,201515,1.64
CA_1,HOUSEHOLD_1_001,201516,1.63
CA_1,HOUSEHOLD_1_001,201517,1.6
CA_1,HOUSEHOLD_1_001,201518,1.61
CA_1,HOUSEHOLD_1_001,201519,1.55
CA_1,HOUSEHOLD_1_001,201520,1.61
CA_1,HOUSEHOLD_1_001,201521,1.55
CA_1,HOUSEHOLD_1_001,201522,1.6
CA_1,HOUSEHOLD_1_001,201523,1.64
CA_1,HOUSEHOLD_1_001,201524,1.6
CA_1,HOUSEHOLD_1_001,201525,1.59
CA_1,HOUSEHOLD_1_001,201526,1.57
CA_1,HOUSEHOLD_1_001,201527,1.55
CA_1,HOUSEHOLD_1_001,201528,1.61
CA_1,HOUSEHOLD_1_001,201529,1.56
CA_1,HOUSEHOLD_1_001,201530,1.55
CA_1,HOUSEHOLD_1_001,201531,1.58
CA_1,HOUSEHOLD_1_001,201532,1.62
CA_1,HOUSEHOLD_1_001,201533,1.61
CA_1,HOUSEHOLD_1_001,201534,1.55
CA_1,HOUSEHOLD_1_001,201535,1.59
CA_1,HOUSEHOLD_1_001,201536,1.59
CA_1,HOUSEHOLD_1_001,201537,1.6
CA_1,HOUSEHOLD_1_001,201538,1.6
CA_1,HOUSEHOLD_1_001,201539,1.58
CA_1,HOUSEHOLD_1_001,201540,1.6
CA_1,HOUSEHOLD_1_001,201541,1.59
CA_1,HOUSEHOLD_1_001,201542,1.63
CA_1,HOUSEHOLD_1_001,201543,1.59
CA_1,HOUSEHOLD_1_001,201544,1.58
CA_1,HOUSEHOLD_1_001,201545,1.58
CA_1,HOUSEHOLD_1_001,201546,1.6
CA_1,HOUSEHOLD_1_001,201547,1.62
CA_1,HOUSEHOLD_1_001,201548,1.59
CA_1,HOUSEHOLD_1_001,201549,1.61
CA_1,HOUSEHOLD_1_001,201550,1.61
CA_1,HOUSEHOLD_1_001,201551,1.59
CA_1,HOUSEHOLD_1_001,201552,1.58
CA_1,HOUSEHOLD_1_001,201553,1.63
CA_1,HOUSEHOLD_1_001,201653,1.58
CA_1,HOUSEHOLD_1_001,201601,1.59
CA_1,HOUSEHOLD_1_001,201602,1.64
CA_1,HOUSEHOLD_1_001,201603,1.54
CA_1,HOUSEHOLD_1_001,201604,1.56
CA_1,HOUSEHOLD_1_001,201605,1.58
CA_1,HOUSEHOLD_1_001,201606,1.63
CA_1,HOUSEHOLD_1_001,201607,1.55
CA_1,HOUSEHOLD_1_001,201608,1.54
CA_1,HOUSEHOLD_1_001,201609,1.55
CA_1,HOUSEHOLD_1_001,201610,1.55
CA_1,HOUSEHOLD_1_001,201611,1.55
CA_1,HOUSEHOLD_1_001,201612,1.59
CA_1,HOUSEHOLD_1_001,201613,1.6
CA_1,HOUSEHOLD_1_001,201614,1.57
CA_1,HOUSEHOLD_1_001,201615,1.58
CA_1,HOUSEHOLD_1_001,201616,1.55
CA_1,HOUSEHOLD_1_001,201617,1.57
CA_1,HOUSEHOLD_1_001,201618,1.59
CA_1,HOUSEHOLD_1_001,201619,1.61
CA_1,HOUSEHOLD_1_001,201620,1.54
CA_1,HOUSEHOLD_1_002,201501,9.1
CA_1,HOUSEHOLD_1_002,201502,9.4
CA_1,HOUSEHOLD_1_002,201503,9.33
CA_1,HOUSEHOLD_1_002,201504,9.26
CA_1,HOUSEHOLD_1_002,201505,9.09
CA_1,HOUSEHOLD_1_002,201506,9.44
CA_1,HOUSEHOLD_1_002,201507,8.96
CA_1,HOUSEHOLD_1_002,201508,8.99
CA_1,HOUSEHOLD_1_002,201509,9.15
CA_1,HOUSEHOLD_1_002,201510,9.0
CA_1,HOUSEHOLD_1_002,201511,9.46
CA_1,HOUSEHOLD_1_002,201512,9.37
CA_1,HOUSEHOLD_1_002,201513,9.08
CA_1,HOUSEHOLD_1_002,201514,9.26
CA_1,HOUSEHOLD_1_002,201515,9.48
CA_1,HOUSEHOLD_1_002,201516,9.42
CA_1,HOUSEHOLD_1_002,201517,9.27
CA_1,HOUSEHOLD_1_002,201518,9.43
CA_1,HOUSEHOLD_1_002,201519,9.48
CA_1,HOUSEHOLD_1_002,201520,9.34
CA_1,HOUSEHOLD_1_002,201521,8.97
CA_1,HOUSEHOLD_1_002,201522,9.16
CA_1,HOUSEHOLD_1_002,201523,9.4
CA_1,HOUSEHOLD_1_002,201524,9.06
CA_1,HOUSEHOLD_1_002,201525,9.39
CA_1,HOUSEHOLD_1_002,201526,9.0
CA_1,HOUSEHOLD_1_002,201527,8.96
CA_1,HOUSEHOLD_1_002,201528,9.15
CA_1,HOUSEHOLD_1_002,201529,8.95
CA_1,HOUSEHOLD_1_002,201530,9.46
CA_1,HOUSEHOLD_1_002,201531,9.39
CA_1,HOUSEHOLD_1_002,201532,9.38
CA_1,HOUSEHOLD_1_002,201533,9.28
CA_1,HOUSEHOLD_1_002,201534,9.05
CA_1,HOUSEHOLD_1_002,201535,9.22
CA_1,HOUSEHOLD_1_002,201536,9.26
CA_1,HOUSEHOLD_1_002,201537,9.22
CA_1,HOUSEHOLD_1_002,201538,9.08
CA_1,HOUSEHOLD_1_002,201539,9.22
CA_1,HOUSEHOLD_1_002,201540,9.21
CA_1,HOUSEHOLD_1_002,201541,9.48
CA_1,HOUSEHOLD_1_002,201542,9.43
CA_1,HOUSEHOLD_1_002,201543,9.19
CA_1,HOUSEHOLD_1_002,201544,9.28
CA_1,HOUSEHOLD_1_002,201545,9.35
CA_1,HOUSEHOLD_1_002,201546,8.95
CA_1,HOUSEHOLD_1_002,201547,9.43
CA_1,HOUSEHOLD_1_002,201548,9.41
CA_1,HOUSEHOLD_1_002,201549,9.19
CA_1,HOUSEHOLD_1_002,201550,9.15
CA_1,HOUSEHOLD_1_002,201551,9.08
CA_1,HOUSEHOLD_1_002,201552,9.2
CA_1,HOUSEHOLD_1_002,201553,8.96
CA_1,HOUSEHOLD_1_002,201653,9.4
CA_1,HOUSEHOLD_1_002,201601,8.95
CA_1,HOUSEHOLD_1_002,201602,9.12
CA_1,HOUSEHOLD_1_002,201603,9.45
CA_1,HOUSEHOLD_1_002,201604,9.34
CA_1,HOUSEHOLD_1_002,201605,9.09
CA_1,HOUSEHOLD_1_002,201606,9.07
CA_1,HOUSEHOLD_1_002,201607,8.94
CA_1,HOUSEHOLD_1_002,201608,9.32
CA_1,HOUSEHOLD_1_002,201609,8.96
CA_1,HOUSEHOLD_1_002,201610,9.23
CA_1,HOUSEHOLD_1_002,201611,9.47
CA_1,HOUSEHOLD_1_002,201612,8.99
CA_1,HOUSEHOLD_1_002,201613,9.43
CA_1,HOUSEHOLD_1_002,201614,9.48
CA_1,HOUSEHOLD_1_002,201615,8.97
CA_1,HOUSEHOLD_1_002,201616,9.42
CA_1,HOUSEHOLD_1_002,201617,9.22
CA_1,HOUSEHOLD_1_002,201618,9.43
CA_1,HOUSEHOLD_1_002,201619,9.25
CA_1,HOUSEHOLD_1_002,201620,9.3
CA_1,HOUSEHOLD_1_003,201501,10.7
CA_1,HOUSEHOLD_1_003,201502,10.62
CA_1,HOUSEHOLD_1_003,201503,10.48
CA_1,HOUSEHOLD_1_003,201504,10.7
CA_1,HOUSEHOLD_1_003,201505,10.31
CA_1,HOUSEHOLD_1_003,201506,10.25
CA_1,HOUSEHOLD_1_003,201507,10.26
CA_1,HOUSEHOLD_1_003,201508,10.37
CA_1,HOUSEHOLD_1_003,201509,10.31
CA_1,HOUSEHOLD_1_003,201510,10.74
CA_1,HOUSEHOLD_1_003,201511,10.22
CA_1,HOUSEHOLD_1_003,201512,10.6
CA_1,HOUSEHOLD_1_003,201513,10.27
CA_1,HOUSEHOLD_1_003,201514,10.71
CA_1,HOUSEHOLD_1_003,201515,10.76
CA_1,HOUSEHOLD_1_003,201516,10.45
CA_1,HOUSEHOLD_1_003,201517,10.71
CA_1,HOUSEHOLD_1_003,201518,10.16
CA_1,HOUSEHOLD_1_003,201519,10.67
CA_1,HOUSEHOLD_1_003,201520,10.3
CA_1,HOUSEHOLD_1_003,201521,10.73
CA_1,HOUSEHOLD_1_003,201522,10.16
CA_1,HOUSEHOLD_1_003,201523,10.51
CA_1,HOUSEHOLD_1_003,201524,10.63
CA_1,HOUSEHOLD_1_003,201525,10.32
CA_1,HOUSEHOLD_1_003,201526,10.28
CA_1,HOUSEHOLD_1_003,201527,10.21
CA_1,HOUSEHOLD_1_003,201528,10.36
CA_1,HOUSEHOLD_1_003,201529,10.51
CA_1,HOUSEHOLD_1_003,201530,10.23
