item_id,dept_id,cat_id,store_id,state_id,sales_units,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,revenue
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.31,51.93
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,4,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.39,69.56
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.84,35.68
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,4,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.47,5.88
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,3,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.18,36.54
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,7,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.9,48.3
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,8,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.08,40.64
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,7,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.84,61.88
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,8,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.02,64.16
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,11,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.33,135.63
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,14,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.18,226.52
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,6,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.11,30.66
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,5,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.02,75.100006
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.67,23.34
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,1,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.32,11.32
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,3,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.56,40.68
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,3,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.22,18.66
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,14,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.63,176.82
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,12,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.64,139.68001
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,14,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.12,141.68
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,11,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.21,101.31
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,8,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.96,111.68
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,11,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.85,119.350006
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.14,24.56
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,7,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.99,83.93
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,5,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.54,32.7
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.94,15.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.72,25.44
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-01-01,Thursday,4,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,3.12,6.24
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,18,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.24,292.32
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,5,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.44,77.2
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,11,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.67,150.37
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,10,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.62,136.2
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,8,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.56,140.48
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,9,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.88,160.92
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.55,3.1
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,3,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.1,27.300001
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,7,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.7,74.9
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.18,10.36
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,6,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.87,29.22
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,5,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.52,57.600002
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,16,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.02,64.32
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,14,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.41,243.73999
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,11,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.1,166.1
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,8,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.07,64.56
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,13,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.14,222.81999
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,14,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.41,75.74
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,4,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.21,48.84
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,1,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.31,17.31
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.39,52.17
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,3,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.84,53.52
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,5,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.47,7.3500004
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.18,24.36
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,11,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.9,75.9
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,8,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.08,40.64
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,8,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.84,70.72
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,9,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.02,72.18001
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,13,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.33,160.29
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,13,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.18,210.34
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,8,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.11,40.88
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,6,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.02,90.12
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.67,23.34
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,1,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.32,11.32
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,3,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.56,40.68
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,4,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.22,24.88
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,14,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.63,176.82
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,12,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.64,139.68001
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,14,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.12,141.68
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,17,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.21,156.57
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,15,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.96,209.4
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,11,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.85,119.350006
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.14,24.56
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,6,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.99,71.94
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.54,26.16
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.94,15.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.72,25.44
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-01-02,Friday,5,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,3.12,6.24
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,21,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.24,341.04
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,8,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.44,123.52
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,13,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.67,177.71
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,10,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.62,136.2
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,9,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.56,158.04
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,12,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.88,214.56
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.55,6.2
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.1,36.4
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,9,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.7,96.299995
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,3,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.18,15.539999
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.87,19.48
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,5,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.52,57.600002
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,14,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.02,56.28
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,17,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.41,295.97
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,13,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.1,196.3
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,10,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.07,80.7
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,13,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.14,222.81999
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,17,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.41,91.97
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.21,48.84
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.31,51.93
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,5,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.39,86.95
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,3,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.84,53.52
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,5,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.47,7.3500004
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.18,48.72
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,10,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.9,69.0
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,8,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.08,40.64
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,8,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.84,70.72
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,10,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.02,80.200005
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,14,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.33,172.62
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,15,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.18,242.70001
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,9,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.11,45.99
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,5,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.02,75.100006
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,3,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.67,35.010002
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,1,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.32,11.32
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.56,54.24
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,5,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.22,31.099998
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,19,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.63,239.97
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,12,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.64,139.68001
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,14,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.12,141.68
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,17,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.21,156.57
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,13,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.96,181.48
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,13,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.85,141.05
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,6,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.14,36.84
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,9,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.99,107.909996
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.54,26.16
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.94,15.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.72,12.72
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,3,2015-01-03,Saturday,6,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,3.12,9.36
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,22,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.24,357.28
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,6,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.44,92.64
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,15,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.67,205.05
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,10,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.62,136.2
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,6,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.56,105.36
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,12,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.88,214.56
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.55,6.2
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,2,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.1,18.2
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,6,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.7,64.2
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.18,10.36
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,7,2015-01-04,Sunday,7,1,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.87,34.09
